Código,Cotação,P/L,P/VP,RSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBITDA,EV/EBIT,Mrg.Liq,Lig.Corr,ROIC,ROE,Liquidez 2 meses,Patrimonio Líquido,Dív. Bruta/Patrimonio,Cresc. Rec. 5a
CRIV3,"6,98","39,11","0,68","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","1,74%","0,00","1.058.750.000,00","0,00","-0,10%"
TASA3,"5,01","39,49","0,56","0,477","0,06%","0,270","1,27","87,49","4,21","159,19","20,57","0,55%","1,21%","1,58","0,37%","1,42%","115.243,00","1.247.450.000,00","0,73","-15,41%"
ELMD3,"31,00","39,74","4,53","3,555","0,63%","1,394","10,24","13,53","-4,49","15,97","11,64","26,26%","11,44%","1,76","13,80%","11,40%","0,00","983.781.000,00","1,45","52,68%"
RHDS3,"0,11","39,98","3,24","0,548","0,00%","0,790","-65,29","7,49","-2,70","10,70","8,06","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%"
RAIA3,"30,50","41,22","2,98","0,897","0,00%","1,777","4,31","18,18","5,06","16,73","16,73","4,93%","2,18%","2,20","17,80%","7,22%","0,00","635.785.000,00","0,12","0,00%"
LCAM3,"24,15","41,56","5,61","7,646","0,00%","3,901","14,69","53,23","28,83","50,97","23,21","14,36%","18,50%","6,45","9,59%","13,49%","0,00","10.845.400.000,00","0,06","10,10%"
IMCH3,"6,39","41,83","0,59","0,336","0,00%","0,289","-9,49","12,28","-0,78","21,16","6,62","2,73%","0,80%","0,82","2,55%","1,40%","0,00","920.589.000,00","0,51","21,04%"
ELCA4,"20,20","43,11","8,38","2,675","0,00%","1,577","17,05","12,88","-2,91","16,91","13,55","20,77%","8,65%","1,56","14,12%","19,44%","0,00","6.189.210.000,00","3,08","6,20%"
PTQS4,"189,46","43,43","2,19","4,717","0,00%","1,577","9,89","-7.214,41","-35,73","-7.466,35","-7.466,35","-0,07%","11,37%","3,32","-0,02%","5,04%","0,00","1.714.950.000,00","0,24","56,13%"
UOLL4,"19,62","43,52","2,35","2,054","0,00%","1,403","457,14","15,14","-12,83","16,49","16,49","13,56%","4,69%","1,01","10,57%","5,40%","0,00","1.003.690.000,00","0,23","21,99%"
ENEV3,"27,08","45,31","2,65","2,848","0,00%","0,923","49,21","15,19","-2,00","20,10","11,11","18,75%","9,19%","1,13","6,62%","5,84%","385.156.000,00","19.822.400.000,00","0,99","37,41%"
QUAL3,"1,79","47,67","0,39","0,356","0,31%","0,129","-4,04","0,87","-0,36","2,35","1,56","41,18%","1,19%","0,91","21,55%","0,83%","9.458.080,00","1.290.440.000,00","1,37","-9,34%"
DOHL3,"6,51","48,08","0,71","0,790","0,15%","0,470","0,99","-15,93","1,83","-17,30","-53,31","-4,96%","1,64%","5,09","-3,60%","1,47%","15,50","698.331.000,00","0,26","-1,69%"
PETZ3,"4,39","49,46","1,16","0,552","0,00%","0,504","4,11","9,62","-2,93","8,85","3,17","5,74%","1,12%","1,45","7,05%","2,34%","0,00","1.708.250.000,00","0,24","13,11%"
SOJA3,"6,99","49,60","0,75","0,378","4,05%","0,275","0,52","8,87","1,71","11,75","8,69","4,27%","3,86%","6,77","4,55%","1,50%","10.116.400,00","1.331.140.000,00","0,99","20,68%"
PLTO6,"10,47","50,81","692.616,00","0,690","0,00%","0,901","2,90","55,05","-1,55","56,35","56,35","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
GUAR4,"151,00","51,39","14,16","7,222","0,00%","5,097","20,97","72,13","149,49","72,28","41,98","10,01%","14,05%","1,56","9,26%","27,56%","0,00","5.352.710.000,00","0,46","9,18%"
HETA3,"96,00","51,92","-0,14","10,369","0,00%","3,888","-23,01","11,48","-0,14","87,60","87,60","90,30%","19,97%","0,61","33,94%","-0,27%","0,00","-349.886.000,00","-0,93","16,18%"
SULA11,"22,25","52,23","1,13","0,432","0,27%","0,314","0,85","-13,07","-4,60","6,62","8,51","-3,30%","0,83%","2,29","-5,62%","2,17%","0,00","8.363.840.000,00","0,37","1,66%"
SULA3,"7,43","52,32","1,13","0,433","0,27%","0,314","0,85","-13,09","-4,61","6,59","8,48","-3,30%","0,83%","2,29","-5,62%","2,17%","0,00","8.363.840.000,00","0,37","1,66%"
ELCA3,"24,70","52,72","10,25","3,271","0,00%","1,928","20,85","15,75","-3,56","19,78","15,85","20,77%","8,65%","1,56","14,12%","19,44%","0,00","6.189.210.000,00","3,08","6,20%"
PLTO5,"10,94","53,09","723.708,00","0,721","0,00%","0,942","3,03","57,52","-1,62","58,82","58,82","1,25%","1,36%","3,87","1,74%","1.363.200,00%","0,00","1.000,00","21.227,00","8,78%"
FFTL3,"25,00","53,22","2,26","3,410","0,00%","1,508","23,71","20,90","-15,54","20,55","20,55","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
FFTL4,"25,06","53,34","2,26","3,418","0,00%","1,512","23,77","20,95","-15,58","20,60","20,60","16,32%","8,16%","1,37","8,91%","4,24%","0,00","6.274.030.000,00","0,07","7,79%"
MYPK4,"31,79","53,46","1,19","0,321","0,00%","0,336","1,69","5,09","-1,50","9,10","5,77","6,30%","1,44%","1,75","9,23%","2,23%","0,00","4.098.170.000,00","1,39","-0,08%"
SULA4,"7,63","53,73","1,17","0,444","0,26%","0,323","0,88","-13,45","-4,73","6,24","8,02","-3,30%","0,83%","2,29","-5,62%","2,17%","0,00","8.363.840.000,00","0,37","1,66%"
FLCL6,"9,91","53,77","10,14","2,992","0,00%","1,901","19,42","19,93","-4,08","24,77","18,48","15,01%","5,57%","1,39","11,87%","18,86%","0,00","440.394.000,00","3,22","7,71%"
OMGE3,"27,57","54,28","1,05","0,968","0,00%","0,363","6,21","7,98","-0,84","16,33","9,09","12,12%","1,78%","1,36","5,01%","1,94%","0,00","5.235.190.000,00","1,27","70,13%"
BSEV3,"9,00","56,31","-10,76","0,889","0,00%","0,776","-1,59","4,40","-1,02","7,59","3,70","20,19%","1,58%","0,39","20,66%","-19,12%","0,00","-853.187.000,00","-8,95","7,12%"
CBAV3,"10,59","56,96","1,61","0,785","0,42%","0,494","3,40","30,11","-1,38","43,96","10,19","2,61%","2,62%","1,83","1,98%","2,82%","37.956.200,00","4.291.890.000,00","1,05","0,08%"
GVTT3,"57,70","57,38","3,68","4,312","0,00%","2,268","21,82","25,92","-18,43","26,65","26,65","16,64%","7,52%","1,66","10,32%","6,42%","0,00","2.150.790.000,00","0,24","31,47%"
CSAB3,"30,50","58,43","1,11","312,320","0,00%","0,566","0,00","18,86","0,00","0,00","0,00","1.656,27%","534,53%","0,00","0,00%","1,89%","0,00","211.654.000,00","0,00","-17,83%"
AEDU3,"18,35","59,34","3,32","4,141","0,00%","2,159","17,00","41,06","-21,55","43,27","29,01","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
APER3,"46,75","61,59","1,43","1,866","0,00%","0,676","4,77","11,20","-2,97","13,07","8,70","16,67%","2,99%","1,89","7,41%","2,32%","0,00","666.059.000,00","0,59","50,50%"
SUBA3,"84,00","61,95","8,39","8,067","0,00%","6,778","8,03","115,78","8,09","106,17","106,17","6,97%","13,02%","5,55","19,11%","13,54%","0,00","530.396.000,00","0,00","0,00%"
FLCL3,"11,50","62,39","11,77","3,473","0,00%","2,206","22,54","23,13","-4,73","27,97","20,87","15,01%","5,57%","1,39","11,87%","18,86%","0,00","440.394.000,00","3,22","7,71%"
FLCL5,"12,50","67,82","12,79","3,775","0,00%","2,397","24,50","25,14","-5,14","29,98","22,37","15,01%","5,57%","1,39","11,87%","18,86%","0,00","440.394.000,00","3,22","7,71%"
MBRF3,"17,43","68,21","2,16","0,149","9,87%","0,172","6,20","4,33","-0,33","13,06","5,73","3,44%","0,47%","1,08","6,00%","3,16%","233.171.000,00","11.319.000.000,00","6,59","15,44%"
POSI3,"4,20","68,95","0,38","0,178","4,28%","0,133","0,52","2,81","-7,78","5,89","4,24","6,33%","0,36%","1,69","6,71%","0,55%","5.784.080,00","1.575.990.000,00","0,81","-3,04%"
LIGH3,"16,66","69,16","1,20","0,484","0,00%","0,310","-4,50","5,50","-0,53","10,34","6,25","8,81%","0,70%","0,69","6,63%","1,73%","0,00","5.468.110.000,00","1,17","0,88%"
BRIV4,"12,54","70,08","0,66","0,000","2,61%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,95%","0,00","1.671.490.000,00","0,00","-44,72%"
DAGB33,"375,00","71,75","1,60","0,640","0,00%","0,510","15,24","11,87","-1,27","19,35","30,65","5,39%","1,67%","1,17","4,96%","2,24%","0,00","12.597.300.000,00","1,18","32,08%"
BRIV3,"12,86","71,86","0,68","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,95%","0,00","1.671.490.000,00","0,00","-44,72%"
CTPC3,"0,20","76,36","1,08","0,000","0,00%","0,097","0,00","-16,86","0,00","-18,75","-18,75","0,00%","0,00%","0,00","0,00%","1,41%","0,00","2.411.000,00","0,00","-6,10%"
MLFT4,"22,39","79,84","10,00","31,279","0,00%","4,897","33,28","49,98","-18,51","52,35","46,05","62,58%","39,18%","2,49","12,06%","12,52%","0,00","4.651.640.000,00","0,85","13,83%"
RLOG3,"23,08","82,76","4,26","1,534","0,00%","0,229","1,49","5,32","-0,50","12,43","6,68","28,85%","7,07%","2,64","5,36%","5,15%","0,00","2.507.240.000,00","9,08","8,76%"
CBEE3,"9,95","88,78","0,45","0,446","0,00%","0,202","-1,95","3,13","-0,61","6,45","4,42","14,22%","0,50%","0,68","7,08%","0,51%","2.811,83","9.970.030.000,00","0,49","4,43%"
CSAB4,"48,97","93,81","1,78","501,453","0,00%","0,909","0,00","30,28","0,00","0,00","0,00","1.656,27%","534,53%","0,00","0,00%","1,89%","0,00","211.654.000,00","0,00","-17,83%"
HGTX3,"37,50","101,99","3,57","4,178","0,00%","2,480","7,50","105,87","9,93","106,77","42,50","3,95%","4,10%","2,47","3,00%","3,51%","0,00","1.704.940.000,00","0,12","-4,62%"
PQUN3,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%"
PQUN4,"15,44","104,31","1,88","0,545","0,00%","0,523","7,57","19,50","-0,97","40,25","40,25","2,80%","0,52%","1,61","3,02%","1,81%","0,00","858.692.000,00","2,28","5,19%"
TMAR6,"42,01","112,59","0,71","0,519","0,00%","0,181","1,49","4,04","-0,50","8,29","3,21","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
TMAR5,"42,67","114,35","0,72","0,527","0,00%","0,184","1,51","4,10","-0,51","8,35","3,24","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
SIMH3,"11,02","119,16","1,04","0,108","1,30%","0,053","1,01","0,63","-0,09","6,63","4,09","17,15%","0,49%","1,19","11,32%","0,87%","51.267.400,00","4.512.820.000,00","13,09","32,43%"
NETC3,"38,50","123,10","2,12","1,290","0,00%","1,074","-33,02","10,82","-2,96","12,15","5,27","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
NETC4,"40,00","127,89","2,20","1,340","0,00%","1,116","-34,31","11,24","-3,08","12,57","5,45","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
ORVR3,"81,50","130,26","5,43","7,459","0,00%","1,825","10,10","26,35","-5,61","30,63","19,03","28,30%","7,04%","2,36","9,02%","4,17%","53.742.600,00","1.442.100.000,00","1,47","23,70%"
ALPK3,"4,24","131,78","2,61","0,497","0,18%","0,367","-4,26","3,69","-0,55","8,48","4,20","13,46%","0,75%","0,68","11,59%","1,98%","674.241,00","356.129.000,00","4,08","21,76%"
TMAR3,"62,00","166,16","1,04","0,765","0,00%","0,268","2,20","5,96","-0,74","10,21","3,96","12,84%","-0,42%","1,62","5,78%","0,63%","0,00","20.448.500.000,00","1,38","14,80%"
LAND3,"8,80","178,46","1,29","8,768","0,00%","0,927","-66,60","13,16","-4,29","14,04","13,42","66,65%","4,91%","0,82","7,13%","0,72%","419.183,00","658.747.000,00","0,10","-4,71%"
ROMI4,"185,00","222,50","13,88","13,523","0,00%","6,513","18,96","267,87","77,91","276,53","132,02","5,05%","6,15%","2,27","2,97%","6,24%","0,00","1.242.140.000,00","0,76","-4,41%"
BIDI3,"3,40","225,51","1,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,47%","0,00","8.348.550.000,00","0,00","37,00%"
BIDI4,"3,41","226,17","1,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,47%","0,00","8.348.550.000,00","0,00","37,00%"
BIDI11,"10,40","229,93","1,08","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,47%","0,00","8.348.550.000,00","0,00","37,00%"
ELEV3,"24,30","312,39","3,22","0,688","0,00%","0,954","5,75","37,19","-5,18","51,41","51,41","1,85%","0,27%","1,47","3,01%","1,03%","0,00","489.356.000,00","1,35","3,69%"
RHDS4,"1,00","363,45","29,50","4,977","0,00%","7,182","-593,56","68,11","-24,55","71,32","53,72","7,31%","1,17%","0,97","11,80%","8,12%","0,00","272.045.000,00","1,49","4,38%"
PRBC4,"14,54","378,08","37,88","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,02%","0,00","1.250.570.000,00","0,00","-7,74%"
UBBR4,"7,49","610,27","1,99","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
SRNA3,"12,62","665,05","1,40","1,229","0,00%","0,363","8,18","9,09","-0,67","21,11","10,90","13,52%","0,33%","1,29","4,50%","0,21%","0,00","5.600.340.000,00","2,20","103,51%"
UBBR11,"14,75","1.201,81","3,91","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
UBBR3,"18,00","1.466,61","4,77","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,33%","0,00","10.317.200.000,00","0,00","10,58%"
DXCO3,"5,21","4.050,90","0,70","0,580","0,00%","0,252","1,43","9,97","-0,83","20,49","5,68","5,82%","0,76%","2,24","3,13%","0,02%","15.788.400,00","6.846.830.000,00","1,11","-0,11%"
PDTC3,"1,45","16.553,90","853,73","394,826","0,00%","176,442","457,21","6.225,36","-837,54","6.236,00","3.031,05","6,34%","2,39%","2,96","3,65%","5,16%","48.425,70","134.974,00","2,19","-76,18%"
